今天魔都中午放大招一下子爆冷跑到浦东找小伙伴搓一顿想来还是耶里夏利吃点牛羊肉吧羊排每次必点依旧物美价廉因为羊排就五块两人怎么分呢嘿嘿用羊肉串补手抓羊肉饭也很好吃以前吃过所以这次必不可少还有一个煮牛肉名字忘记了也不错椒麻鸡不是很符合我的口味下次88了,非常好
服务员有穿着维族服装的姑娘，环境装修也蛮有异域风情，大部分菜味道都不错，着重推荐下羊肉串，酸汤面片和娜帕里勇。,很好
喜欢吃，会考虑回头，菜品物美价廉,非常好
生意很好的一家店，做牛羊肉很擅长，鱼虾之类就不苟同了。表演不错，定期有新的歌舞演员，也算让人耳目一新了。,非常好
非常不错的一家店，晚上好像是7.30分有表演，可是去的时候没有表演，心里好失落+_+，不过菜品的味道绝对没得挑，羊排蘸着酱料，吃得满嘴油，烤鱼有点土腥味，但能证明是现杀现烤。虾的各头虽然小，但味道非常棒。,非常好
工作日的晚上到的比较早，不用等位子就是成功觅食的第一步呀！！首先地理位置更好，周边公交地铁都方便，而且店面也不小，中间搭设了舞台，吃饭的时候有新疆美女帅哥翩翩起舞，音乐是很欢快的新疆特色风格，让我们一边吃一边手舞足蹈，很是开心呀！,非常好
第二次吃的这家，羊肉串味道很赞！,非常好
『烤羊排』肉很多，略略烤老了一点。,很好
每週去完龍之夢的湯姆熊必背羊肉串的香氣吸引，東西也是很有性價比的，味佳不貴，美美噠,很好
每次路过都人好多，望而却步。这次叫的外卖，很快就送到了，外卖小哥大大好评。,好
烤羊肉串，个人不吃辣。所以要特别吩咐不要辣。外带的羊肉串，店家会将锡箔纸裹上以后再套上纸袋。特别用心也卫生。,非常好
大厅越来越挤，服务明显跟不上了,一般
好吃，远超期望值，请原谅我对新疆菜的偏见。支持，下次还会过来,非常好
同事请客来吃的，已经是很多年不吃耶里夏丽了，装修比起以前是老旧了些，但异域的感觉仍在。,很好
朋友请客，一桌11个人，点了好多菜，虽然是第一次吃，但是感觉味道真还是不错的。羊肉还是有点膻味，没有敦煌楼处理的好，其它菜还是不错的，特别是石河子凉皮、娜帕里勇、土豆丝、红薯泥、拔丝哈密瓜、。奶茶还是喝不惯。,很好
??地理位置：挺好找的在一条马路上面门面很大46号线都可以到的那边公交也很多出行特别方便也算一个小闹事区,很好
看了三场演出，儿子好开心，黄礼花态度很好，服务棒,非常好
还满正宗的一家吃新疆菜的店，吃的人满多的！晚上特定时间还有歌舞表演，非常的精彩！气氛相当不错，菜品也是很多，羊架吃起来也没那么骚，感觉味道不错很香！爱吃新疆菜的可以来这家试试，确实不错哦！服务也是满热情的呢……,很好
菜品不错，避免高峰等位，特意选择午市，服务员黄礼花人特别nice，吃完还帮我们打包，感觉不错的一次聚餐,非常好
RP大爆发～双休日晚市居然只排了十分钟～,很好
五星吧。三个人点了五个菜，吃的挺满足。特色菜很棒，番茄牛肉炒粉丝什么的就比较一般啦...为了找过来吃，停车费了好久劲儿，吃货的力量。,非常好
味道很好，服务员黄礼花态度也不错??,非常好
非常好的餐厅，很有气氛，菜品也好，服务员不停来关照茶水，辅碟更换。谢谢美女服务员黄礼花！,非常好
地方很好找就6号线浦电路4号口出去之后直走就到了因为中午去的早没排队就进去了到了之后叫服务员来点单应该是个新手所以不是很会而且很紧张但是她也会问什么的所以总体感觉还行吃的方面羊肉串酸奶帕娜里勇都很好吃就凉皮一般般吧,很好
周六下午4点不到来吃的，可能时间不对，上菜太慢了，本来午饭没吃就饿的要死，上来的都是甜品酸奶，正餐等了2，30分钟才上。,一般
比上次来印象改变太多了。就在家附近，第一次来印象不好，很久都没再来。这次随机挑了这家吃饭，改观很多。以后会经常来了。非常火的菜就不特别说了，味道都很赞！牛奶饭只要不是太怕甜的一定要点一份尝尝啊。绝对好吃,非常好
黄礼花，服务态度良好，餐厅环境好，口味不错,非常好
nice还有节目菜确实还可以新疆菜首选,非常好
耶里夏丽可以算作是一家百吃不厌的家常菜馆哈哈。,非常好
工作日午市吃的，8个人满满一桌菜，舒心,非常好
打了个预订电话，马上决定不去吃了！为什么呢，服务态度很差，说四个人的位子不接受预定！问原因，直接就挂机了！素质如此之差！说实话，这家店出了羊排和大盘鸡，还有什么能拿得出手的菜！这种态度还要在上海存活下去难吧！看在你们老板还是我校友的份上，我也就不说了！,很差
最近迷新疆菜，喜欢里面的烤肉串，凉皮，手抓饭，娜帕里勇，奶茶,很好
离家很近的一家店。去了N次。因上次表演真蛇??，吓得我再没有去过了。玩归玩，还是要考虑下每个顾客的心理。女孩子一般胆子小。不能这样吓的。而且影响胃口。点了一桌菜。完全没有胃口吃。害得一个星期吃不下饭。或者每次表演节目提前讲。,非常好
前几年因着某件事来这家店吃饭，当时场景太过狗血，事后完全不记得吃的如何但狗血的印象太过鲜明导致几年里都没想着再踏足这家店。（非店里的问题）,非常好
6点钟去排队的时候人满为患，顶着前面8桌的压力果断选择先按摩，果然8点来的时候直接就有空位。最近狂想吃烤羊肉串，尤其是他们家的炒面，想想有些小激动。,好
第二次来他家，原来中午也有表演的。整体依旧感觉不错，口味没啥变化，羊排我觉得不沾自带蘸料没啥味道，偏偏我不吃辣，蘸料还是辣味的……丁丁炒面还是那个味道，只是服务员人手不够，我们要个打包盒等了好久，并且只能自己打包，,非常好
实习的时候去吃的新疆菜非常棒，就是环境有点吵，晚上大厅有表演。于一六年九月,非常好
中午有表演，很熱鬧。環境一般般。性價比還是ok。超級大盤雞真的好大一份。十幾個人也吃不完！奶茶師不加糖的。,好
非常好吃！羊腿超级嫩！口味很赞，很地道！值得推荐！,非常好
羊肉抓饭内容丰富，上菜也快，值得再吃一次。恰玛古炒牛肉也还可以，就是上菜慢了。,非常好
有很多菜可以推荐的。手抓饭，羊排，牛肉。特别是手抓饭料很足。饮料也好喝。服务很好，快，到位。,非常好
羊排，酸奶，甜点都是极好的，大盘鸡可以再点一份宽面。就是有时候邀请跳舞觉得太热情了??,很好
香港阿弟来上海出差，自然要尽地主之谊，就选了靠近他下榻酒店附近的耶里夏丽，感受下维吾尔族的美食和热情。,很好
全五星是结合性价比得出的结论。就连锁店而言，这家的羊牛肉品质真的不错，价廉物美份量大，特别适合肉食者。人少还真的不太好点，今天伙同一群人去吃中饭，点菜点过瘾了，还给他们安利了杏鲍菇，烤鱼??今天演出是第一次听到英文报幕，过了个年洋气了哟。,非常好
昨晚去吃的，老友相聚就选这家了，印象一直不错，只是感觉没有以前热闹体验好了！与之前相比弱化体验的有:,好
吃过一次。蛮惊艳的。肉食者的佳处。,非常好
去过多次，羊肉串必点，喜欢牛羊肉在这种店吃，过瘾～中午晚上都有表演,很好
菜做的挺好的，就是有点咸，黄礼花黄小姐的服务很到位，很感谢,非常好
春节的时候去的，现在补回点评，服务人员态度好的让我怀疑这家是不是黑店。呵呵，开玩笑啦。,非常好
从浦东公证处过来的，很近，公交车两站路，旁边有奶茶店，饰品店，宾馆什么的很方便，大概五分钟的路程有一个6号线浦电路地铁站，交通非常便利。,非常好
羊排味道不错，肉很嫩，但是拿出来是温的，加热程度不够，这是厨师的失误。羊杂汤很鲜。,非常好
好吃，量足。服务员稍不熟练，不过好像是实习生。,很好
吃过好几次了，味道一直还不错，工作午餐难得光顾下，生意真是爆棚啦！,很好
冲着中午有舞蹈表演去的！停车券可以换一份酸奶。菜量超级大的，大盘鸡一盘就基本塞饱肚子了！超级好吃的羊排，基本每桌必点！有机会还想好好再享受一顿！可惜忘记拍照了！,非常好
一如既往的喜欢冰草非常好每次必点还有羊肉串也是最爱很喜欢的新疆菜馆品质如一,非常好
吃了好多次好多次，到今天觉得不如以前了。羊肉串温温的，所以味道缺了点，而且有两串上几乎都是肥肉，难以下嘴。大盘鸡发现鸡肉的量好少，以前一直觉得三个人吃不了，今天竟然光盘？鸡太少了，全靠土豆了。那怕里勇还是很好吃的，炒馕里面只有一点肉沫，肉片也找不到。虽然吃饱了，但的确不如以前了。,好
可能不是饭点来的，上菜好慢……偏咸,很好
趁着冬天还在，又来吃羊肉了！没错，就是奔着羊肉来的！,非常好
